n,greedy_distance,greedy_sec,2opt_distance,2opt_sec,improvement_pct
10,361.3641032671281,0.00011619799988693558,345.7399244854356,0.00020580900036293315,4.323666529252012
20,751.9792722532106,0.00022126500061858678,724.2659113514793,0.00047511600041616475,3.685388936146039
30,1078.9527549040315,0.0003639610004029237,1053.2870893425038,0.0007349480001721531,2.378757127675213
50,1643.6078592710485,0.0008025769993764698,1618.5833618084696,0.0013773719992968836,1.5225345462680728
75,2157.174256999238,0.0016225260005739983,2144.9772605443345,0.002746570000454085,0.5654154464030281
100,2812.4224836541384,0.002869375000045693,2799.148304926196,0.004313454999646638,0.4719838077348659
